Id,Nome,Posições,Nacionalidade,Idade,Overral,Potential,Time,Time(Bandeira),Tempo de Contrato,Valor,Salário,Status totais
273656,L. Berrío,CM,https://cdn.sofifa.net/flags/co.png,25,69,74,Junior,https://cdn.sofifa.net/meta/team/7792/30.png,2023 ~ 2025,€2M,€2K,1801
273658,23 H. Mena,"23, CB",https://cdn.sofifa.net/flags/co.png,21,64,71,Junior,https://cdn.sofifa.net/meta/team/7792/30.png,2023 ~ 2027,€1.1M,€700,1339
273659,S. Silva,"CM, CAM, LW",https://cdn.sofifa.net/flags/uy.png,18,64,74,Danubio,https://cdn.sofifa.net/meta/team/3439/30.png,2021 ~ 2023,€1.2M,€500,1558
273660,F. Martinicorena,ST,https://cdn.sofifa.net/flags/uy.png,19,62,74,Danubio,https://cdn.sofifa.net/meta/team/3439/30.png,2022 ~ 2024,€950K,€500,1584
273662,23 M. Ponte,"23, RB",https://cdn.sofifa.net/flags/uy.png,19,63,74,Danubio,https://cdn.sofifa.net/meta/team/3439/30.png,2021 ~ 2023,€1M,€500,1559
273665,J. Müller,"LB, CDM",https://cdn.sofifa.net/flags/de.png,22,61,69,Schalke 04,https://cdn.sofifa.net/meta/team/67/30.png,2023 ~ 2024,€700K,€2K,1563
273666,A. Sbaï,LM,https://cdn.sofifa.net/flags/fr.png,22,63,70,Grenoble Foot 38,https://cdn.sofifa.net/meta/team/1174/30.png,2022 ~ 2025,€975K,€1K,1513
273668,23 Y. Mosquera,"23, LB",https://cdn.sofifa.net/flags/co.png,20,60,70,Rionegro Águilas,https://cdn.sofifa.net/meta/team/172/30.png,2022 ~ 2023,€525K,€500,1553
273669,23 N. Lara,"23, CB",https://cdn.sofifa.net/flags/co.png,19,60,71,Rionegro Águilas,https://cdn.sofifa.net/meta/team/172/30.png,2022 ~ 2024,€500K,€500,1438
273671,J. Valverde,CM,https://cdn.sofifa.net/flags/ec.png,24,67,72,LDU Quito,https://cdn.sofifa.net/meta/team/10779/30.png,2023 ~ 2025,€1.5M,€500,1775
273672,23 G. Niculescu,"23, CB",https://cdn.sofifa.net/flags/ro.png,18,53,73,Botoşani,https://cdn.sofifa.net/meta/team/3195/30.png,2023 ~ 2027,€240K,€500,1200
273673,I. Cărăușu,"RW, ST",https://cdn.sofifa.net/flags/ro.png,17,57,73,Botoşani,https://cdn.sofifa.net/meta/team/3195/30.png,2023 ~ 2025,€400K,€500,1407
273674,23 R. Bucur,"23, ST",https://cdn.sofifa.net/flags/ro.png,19,53,61,Petrolul 52,https://cdn.sofifa.net/meta/team/132584/30.png,2023 ~ 2024,€200K,€850,1334
273677,23 J. Gurlica,"23, CB, CDM",https://cdn.sofifa.net/flags/hr.png,18,61,79,Dinamo Zagreb,https://cdn.sofifa.net/meta/team/674/30.png,2023 ~ 2026,€775K,€500,1661
273680,L. Lukanić,CM,https://cdn.sofifa.net/flags/hr.png,19,61,74,Dinamo Zagreb,https://cdn.sofifa.net/meta/team/674/30.png,2023 ~ 2025,€775K,€500,1713
273681,A. Piedrahita,"LM, LW",https://cdn.sofifa.net/flags/co.png,20,64,73,Deportivo Pereira,https://cdn.sofifa.net/meta/team/8260/30.png,2021 ~ 2023,€1.3M,€500,1588
273682,23 I. Valdez,"23, RM, ST",https://cdn.sofifa.net/flags/py.png,27,67,67,Tacuary,https://cdn.sofifa.net/meta/team/15107/30.png,2022 ~ 2023,€1.1M,€500,1610
273683,D. Rodríguez,"RM, LM, RW",https://cdn.sofifa.net/flags/py.png,25,65,66,Tacuary,https://cdn.sofifa.net/meta/team/15107/30.png,2021 ~ 2024,€850K,€500,1604
273684,23 M. Benítez,"23, CM",https://cdn.sofifa.net/flags/py.png,26,62,62,Tacuary,https://cdn.sofifa.net/meta/team/15107/30.png,2017 ~ 2023,€425K,€500,1711
273685,23 R. Carballo,"23, ST",https://cdn.sofifa.net/flags/py.png,26,62,63,Tacuary,https://cdn.sofifa.net/meta/team/15107/30.png,2023 ~ 2024,€475K,€500,1401
273686,R. Domínguez,"CDM, CM",https://cdn.sofifa.net/flags/py.png,30,62,62,Tacuary,https://cdn.sofifa.net/meta/team/15107/30.png,2019 ~ 2023,€325K,€500,1641
273688,A. Bareiro,GK,https://cdn.sofifa.net/flags/py.png,27,61,65,Tacuary,https://cdn.sofifa.net/meta/team/15107/30.png,2021 ~ 2023,€350K,€500,868
273689,A. Diakité,"ST, LW",https://cdn.sofifa.net/flags/fr.png,23,60,66,Clermont,https://cdn.sofifa.net/meta/team/6898/30.png,2023 ~ 2024,€400K,€3K,1423
273690,23 Mateus,"23, GK",https://cdn.sofifa.net/flags/br.png,20,59,73,Portimonense,https://cdn.sofifa.net/meta/team/1658/30.png,2023 ~ 2023,€475K,€700,881
273692,K. Balmer,CB,https://cdn.sofifa.net/flags/gb-nir.png,22,55,65,Port Vale,https://cdn.sofifa.net/meta/team/348/30.png,"Jun 30, 2024 On loan",€275K,€4K,1361
273693,D. Ozoh,"CDM, CM",https://cdn.sofifa.net/flags/gb-eng.png,18,56,79,Crystal Palace,https://cdn.sofifa.net/meta/team/51/30.png,2022 ~ 2024,€425K,€2K,1602
273697,J. Olsson,GK,https://cdn.sofifa.net/flags/se.png,28,60,61,Degerfors,https://cdn.sofifa.net/meta/team/2753/30.png,2023 ~ 2024,€200K,€550,980
273699,J. Avalo,"CM, CAM",https://cdn.sofifa.net/flags/co.png,21,60,67,Rionegro Águilas,https://cdn.sofifa.net/meta/team/172/30.png,2022 ~ 2024,€500K,€500,1635
273700,O. Garrido,"CM, RB, RM",https://cdn.sofifa.net/flags/ar.png,25,63,65,Instituto,https://cdn.sofifa.net/meta/team/9941/30.png,2023 ~ 2023,€600K,€3K,1728
273703,J. Jones,"LB, CB",https://cdn.sofifa.net/flags/ie.png,21,53,58,Drogheda United,https://cdn.sofifa.net/meta/team/1152/30.png,2023 ~ 2023,€130K,€500,1395
273704,R. Al Johani,ST,https://cdn.sofifa.net/flags/sa.png,22,50,61,Al Taawon,https://cdn.sofifa.net/meta/team/2392/30.png,2022 ~ 2028,€110K,€3K,1258
273705,R. Rodríguez,GK,https://cdn.sofifa.net/flags/uy.png,19,64,76,Peñarol,https://cdn.sofifa.net/meta/team/3338/30.png,2020 ~ 2024,€1.2M,€500,960
273706,J. Ferreira,RB,https://cdn.sofifa.net/flags/uy.png,19,63,73,Peñarol,https://cdn.sofifa.net/meta/team/3338/30.png,2022 ~ 2028,€1M,€500,1610
273707,L. Hernández,LB,https://cdn.sofifa.net/flags/uy.png,30,69,69,Peñarol,https://cdn.sofifa.net/meta/team/3338/30.png,2023 ~ 2024,€1.2M,€550,1830
273708,Ó. Cruz,ST,https://cdn.sofifa.net/flags/uy.png,21,64,74,Peñarol,https://cdn.sofifa.net/meta/team/3338/30.png,2021 ~ 2025,€1.3M,€500,1589
273711,S. Solari,"LM, LW",https://cdn.sofifa.net/flags/ar.png,25,68,71,Defensa y Justicia,https://cdn.sofifa.net/meta/team/9561/30.png,2023 ~ 2025,€1.6M,€6K,1705
273713,23 A. Zabaleta,"23, ST",https://cdn.sofifa.net/flags/ar.png,20,59,67,Central Cordoba SdE,https://cdn.sofifa.net/meta/team/14212/30.png,"Dec 31, 2023 On loan",€500K,€2K,1393
273731,R. Formento,GK,https://cdn.sofifa.net/flags/uy.png,23,67,73,River Plate,https://cdn.sofifa.net/meta/team/2837/30.png,2023 ~ 2023,€1.3M,€500,932
273733,23 O. Avalonez,"23, GK",https://cdn.sofifa.net/flags/uy.png,30,64,64,Cerro Largo,https://cdn.sofifa.net/meta/team/2528/30.png,2023 ~ 2027,€400K,€500,918
273734,23 O. Agudelos,"23, CB",https://cdn.sofifa.net/flags/uy.png,26,67,67,Cerro Largo,https://cdn.sofifa.net/meta/team/2528/30.png,2023 ~ 2027,€975K,€500,1621
273735,E. Naustdal,CM,https://cdn.sofifa.net/flags/no.png,17,53,73,HamKam,https://cdn.sofifa.net/meta/team/8661/30.png,2022 ~ 2025,€250K,€500,1409
273736,23 T. Bangera,"23, CB",https://cdn.sofifa.net/flags/uy.png,30,68,68,Cerro Largo,https://cdn.sofifa.net/meta/team/2528/30.png,2023 ~ 2027,€1M,€500,1585
273737,23 E. Guisanos,"23, LB",https://cdn.sofifa.net/flags/uy.png,26,66,66,Cerro Largo,https://cdn.sofifa.net/meta/team/2528/30.png,2023 ~ 2027,€850K,€500,1591
273523,M. Becerra,"RB, RWB",https://cdn.sofifa.net/flags/bo.png,30,60,60,Blooming,https://cdn.sofifa.net/meta/team/7019/30.png,2023 ~ 2024,€210K,€500,1403
273524,23 D. Pinto,"23, ST",https://cdn.sofifa.net/flags/bo.png,26,57,57,Blooming,https://cdn.sofifa.net/meta/team/7019/30.png,2023 ~ 2024,€180K,€500,1355
273525,23 F. Rodríguez Rendón,"23, CAM",https://cdn.sofifa.net/flags/bo.png,26,55,55,Blooming,https://cdn.sofifa.net/meta/team/7019/30.png,2023 ~ 2024,€140K,€500,1396
273526,23 P. Kikianis,"23, CB",https://cdn.sofifa.net/flags/au.png,17,50,67,Adelaide United,https://cdn.sofifa.net/meta/team/2967/30.png,2023 ~ 2023,€110K,€500,1207
273527,S. Doua,"RB, RWB",https://cdn.sofifa.net/flags/ci.png,21,65,75,Petrolul 52,https://cdn.sofifa.net/meta/team/132584/30.png,2023 ~ 2025,€1.5M,€2K,1703
273528,L. Lespinasse,ST,https://cdn.sofifa.net/flags/fr.png,22,61,68,Pau,https://cdn.sofifa.net/meta/team/1838/30.png,2023 ~ 2025,€675K,€1K,1596
273529,A. Bonetig,"CB, CDM",https://cdn.sofifa.net/flags/au.png,20,55,67,Western Sydney Wanderers,https://cdn.sofifa.net/meta/team/1264/30.png,2022 ~ 2024,€275K,€1K,1345
273530,M. Younis,"RM, LM",https://cdn.sofifa.net/flags/au.png,17,54,73,Western Sydney Wanderers,https://cdn.sofifa.net/meta/team/1264/30.png,2023 ~ 2025,€275K,€500,1424
273533,F. Bouebari,CB,https://cdn.sofifa.net/flags/fr.png,19,60,75,Freiburg II,https://cdn.sofifa.net/meta/team/3656/30.png,2023 ~ 2028,€550K,€500,1356
273534,A. Nuss,RWB,https://cdn.sofifa.net/flags/fr.png,19,58,74,Strasbourg,https://cdn.sofifa.net/meta/team/686/30.png,2023 ~ 2028,€500K,€2K,1418
273535,B. Bilongo,LB,https://cdn.sofifa.net/flags/gb-eng.png,21,55,64,Middlesbrough,https://cdn.sofifa.net/meta/team/7/30.png,2022 ~ 2024,€275K,€3K,1302
273536,T. Saettel,LM,https://cdn.sofifa.net/flags/fr.png,18,57,79,Strasbourg,https://cdn.sofifa.net/meta/team/686/30.png,2022 ~ 2025,€525K,€1K,1402
273538,N. Goitea,CB,https://cdn.sofifa.net/flags/ar.png,26,61,65,Delfin,https://cdn.sofifa.net/meta/team/9891/30.png,2023 ~ 2023,€400K,€500,1329
273539,L. Castro,CDM,https://cdn.sofifa.net/flags/ec.png,27,60,63,Delfin,https://cdn.sofifa.net/meta/team/9891/30.png,2023 ~ 2023,€275K,€500,1460
273540,T. Adeyemo,ST,https://cdn.sofifa.net/flags/gb-eng.png,18,55,75,Watford,https://cdn.sofifa.net/meta/team/25/30.png,2021 ~ 2026,€350K,€2K,1315
273543,A. Sánchez Duque,CAM,https://cdn.sofifa.net/flags/ec.png,26,64,65,Delfin,https://cdn.sofifa.net/meta/team/9891/30.png,2023 ~ 2023,€700K,€500,1638
273544,23 J. Rojas,"23, GK",https://cdn.sofifa.net/flags/ar.png,22,60,70,Delfin,https://cdn.sofifa.net/meta/team/9891/30.png,2023 ~ 2023,€475K,€500,872
273545,A. Olsen,CB,https://cdn.sofifa.net/flags/no.png,22,62,72,Vålerenga,https://cdn.sofifa.net/meta/team/502/30.png,2023 ~ 2026,€825K,€900,1467
273548,P. Stroud,"CM, CAM",https://cdn.sofifa.net/flags/us.png,21,56,69,New York RB,https://cdn.sofifa.net/meta/team/383/30.png,2023 ~ 2025,€350K,€1K,1577
273549,D. Flores,CM,https://cdn.sofifa.net/flags/us.png,21,49,58,Sporting Kansas City,https://cdn.sofifa.net/meta/team/323/30.png,2023 ~ 2023,€100K,€900,1359
273550,J. Dean,"LB, LM",https://cdn.sofifa.net/flags/us.png,26,57,60,Chicago Fire,https://cdn.sofifa.net/meta/team/75/30.png,2023 ~ 2023,€200K,€1K,1461
273551,R. Jiba,LB,https://cdn.sofifa.net/flags/ss.png,22,51,59,Minnesota United,https://cdn.sofifa.net/meta/team/3639/30.png,2022 ~ 2024,€130K,€1K,1314
273552,23 K. Hughes,"23, CB",https://cdn.sofifa.net/flags/us.png,19,52,60,Columbus Crew,https://cdn.sofifa.net/meta/team/577/30.png,2023 ~ 2024,€160K,€600,1188
273554,A. Korça,CB,https://cdn.sofifa.net/flags/us.png,22,56,65,Dallas,https://cdn.sofifa.net/meta/team/583/30.png,2023 ~ 2024,€300K,€1K,1343
273556,23 K. Mbombo,"23, ST",https://cdn.sofifa.net/flags/cd.png,26,62,63,NorthEast United,https://cdn.sofifa.net/meta/team/2768/30.png,2023 ~ 2023,€475K,€500,1489
273557,23 G. Olivera,"23, LB",https://cdn.sofifa.net/flags/uy.png,21,64,74,Liverpool,https://cdn.sofifa.net/meta/team/976/30.png,2023 ~ 2023,€1.3M,€500,1601
273558,S. McMullan,GK,https://cdn.sofifa.net/flags/gb-nir.png,18,55,69,Fleetwood Town,https://cdn.sofifa.net/meta/team/317/30.png,2022 ~ 2024,€250K,€500,949
273559,R. Chagas,"CM, LM, LB",https://cdn.sofifa.net/flags/uy.png,19,62,72,Nacional,https://cdn.sofifa.net/meta/team/828/30.png,2022 ~ 2025,€850K,€500,1781
273561,T. Baljoush,GK,https://cdn.sofifa.net/flags/sa.png,19,50,65,Al Ettifaq,https://cdn.sofifa.net/meta/team/10010/30.png,2023 ~ 2026,€100K,€1K,857
273562,O. Veum,CB,https://cdn.sofifa.net/flags/no.png,19,55,70,Stabæk,https://cdn.sofifa.net/meta/team/484/30.png,2021 ~ 2025,€275K,€500,1250
273570,D. Udogu,"RWB, LWB",https://cdn.sofifa.net/flags/de.png,20,57,70,Ingolstadt,https://cdn.sofifa.net/meta/team/573/30.png,2023 ~ 2025,€375K,€1K,1356
273575,A. Andresen,"LB, LW, LWB",https://cdn.sofifa.net/flags/no.png,18,55,73,Stabæk,https://cdn.sofifa.net/meta/team/484/30.png,2021 ~ 2025,€300K,€500,1456
273576,C. Elliott,ST,https://cdn.sofifa.net/flags/gb-sct.png,24,53,57,Dundalk,https://cdn.sofifa.net/meta/team/1311/30.png,2023 ~ 2023,€140K,€650,1344
273577,J. Valiente,"LW, CAM, CM",https://cdn.sofifa.net/flags/uy.png,22,66,75,Defensor Sporting,https://cdn.sofifa.net/meta/team/8137/30.png,2020 ~ 2025,€1.9M,€500,1781
273581,Diego Aznar,ST,https://cdn.sofifa.net/flags/es.png,20,62,72,Huesca,https://cdn.sofifa.net/meta/team/274/30.png,2022 ~ 2026,€875K,€2K,1517
273583,23 D. Tegues,"23, ST",https://cdn.sofifa.net/flags/ve.png,18,57,67,Deportivo Táchira,https://cdn.sofifa.net/meta/team/8390/30.png,2023 ~ 2024,€350K,€500,1377
273584,J. Duarte,ST,https://cdn.sofifa.net/flags/ve.png,17,56,66,Deportivo Táchira,https://cdn.sofifa.net/meta/team/8390/30.png,2022 ~ 2023,€300K,€500,1364
273585,23 C. Méndez,"23, CM, CDM",https://cdn.sofifa.net/flags/ve.png,18,55,65,Deportivo Táchira,https://cdn.sofifa.net/meta/team/8390/30.png,2023 ~ 2024,€275K,€500,1479
273586,O. Taylor-Clarke,CDM,https://cdn.sofifa.net/flags/gb-wls.png,19,58,67,Bristol City,https://cdn.sofifa.net/meta/team/122/30.png,2022 ~ 2025,€425K,€3K,1574
273587,D. Sadi,"RM, LM",https://cdn.sofifa.net/flags/gb-eng.png,19,57,68,AFC Bournemouth,https://cdn.sofifa.net/meta/team/52/30.png,2022 ~ 2025,€350K,€4K,1522
273588,J. Mera,CB,https://cdn.sofifa.net/flags/co.png,21,60,74,Deportes Tolima,https://cdn.sofifa.net/meta/team/10204/30.png,2022 ~ 2028,€575K,€500,1280
273589,23 A. Alfonso,"23, RB",https://cdn.sofifa.net/flags/co.png,17,56,79,Independiente Medellín,https://cdn.sofifa.net/meta/team/332/30.png,2022 ~ 2024,€425K,€500,1323
273591,V. Granath,ST,https://cdn.sofifa.net/flags/se.png,29,64,64,Halmstad,https://cdn.sofifa.net/meta/team/720/30.png,2023 ~ 2025,€575K,€1K,1502
273592,I. Durdov,ST,https://cdn.sofifa.net/flags/hr.png,22,64,70,Mirandés,https://cdn.sofifa.net/meta/team/6968/30.png,2023 ~ 2026,€950K,€2K,1464
273593,G. Friberg,LB,https://cdn.sofifa.net/flags/se.png,20,58,70,Halmstad,https://cdn.sofifa.net/meta/team/720/30.png,2023 ~ 2025,€475K,€550,1393
273594,D. Barro,"CM, CDM",https://cdn.sofifa.net/flags/ci.png,21,63,73,FC Cartagena,https://cdn.sofifa.net/meta/team/12652/30.png,2022 ~ 2025,€1.1M,€1K,1722
273595,T. Parallangaj,CB,https://cdn.sofifa.net/flags/se.png,20,54,68,Halmstad,https://cdn.sofifa.net/meta/team/720/30.png,2022 ~ 2025,€240K,€500,1224
273596,K. Karlsson,"RM, CM",https://cdn.sofifa.net/flags/se.png,18,60,77,Halmstad,https://cdn.sofifa.net/meta/team/720/30.png,2021 ~ 2024,€625K,€500,1531
273601,F. Møller-Hansen,CB,https://cdn.sofifa.net/flags/no.png,18,54,74,Stabæk,https://cdn.sofifa.net/meta/team/484/30.png,2022 ~ 2025,€275K,€500,1235
273602,A. Giorgini,"CB, RB",https://cdn.sofifa.net/flags/it.png,21,57,70,Südtirol,https://cdn.sofifa.net/meta/team/176/30.png,2023 ~ 2026,€375K,€500,1376
273603,M. Antoni,"CB, LB",https://cdn.sofifa.net/flags/uy.png,20,64,76,Liverpool,https://cdn.sofifa.net/meta/team/976/30.png,2023 ~ 2023,€1.3M,€500,1550
273606,M. Ferreira,CAM,https://cdn.sofifa.net/flags/uy.png,20,59,74,Peñarol,https://cdn.sofifa.net/meta/team/3338/30.png,2020 ~ 2028,€550K,€500,1521
273609,Luiyi de Lucas,CB,https://cdn.sofifa.net/flags/do.png,28,64,65,Livingston,https://cdn.sofifa.net/meta/team/258/30.png,2023 ~ 2024,€550K,€2K,1493
273610,A. Ferrari,"ST, RW, RM",https://cdn.sofifa.net/flags/uy.png,20,65,75,Villarreal II,https://cdn.sofifa.net/meta/team/13328/30.png,2023 ~ 2028,€1.6M,€2K,1621
273611,F. Silvera,"LM, LW",https://cdn.sofifa.net/flags/uy.png,21,61,71,Danubio,https://cdn.sofifa.net/meta/team/3439/30.png,2019 ~ 2024,€725K,€500,1490
273614,C. Niyukuri,CB,https://cdn.sofifa.net/flags/no.png,23,58,69,Haugesund,https://cdn.sofifa.net/meta/team/270/30.png,2023 ~ 2026,€425K,€650,1324
273615,S. Østraat,GK,https://cdn.sofifa.net/flags/no.png,18,50,70,Haugesund,https://cdn.sofifa.net/meta/team/270/30.png,2023 ~ 2023,€110K,€500,837
273618,T. Anderson,"RB, RWB",https://cdn.sofifa.net/flags/gb-eng.png,18,52,59,Mansfield Town,https://cdn.sofifa.net/meta/team/225/30.png,2021 ~ 2024,€140K,€800,1326
273619,M. Mellon,ST,https://cdn.sofifa.net/flags/gb-sct.png,19,57,70,Morecambe,https://cdn.sofifa.net/meta/team/772/30.png,"Jun 30, 2024 On loan",€400K,€5K,1417
273622,K. Wołkowicz,"LWB, LM",https://cdn.sofifa.net/flags/pl.png,28,64,64,Stal Mielec,https://cdn.sofifa.net/meta/team/7216/30.png,2023 ~ 2025,€525K,€1K,1714
273015,23 L. Ciccolini,"23, LM, RM, RW",https://cdn.sofifa.net/flags/ar.png,27,63,63,Central Cordoba SdE,https://cdn.sofifa.net/meta/team/14212/30.png,2021 ~ 2024,€500K,€3K,1573
273017,G. Silva,CM,https://cdn.sofifa.net/flags/ar.png,23,62,65,Colón,https://cdn.sofifa.net/meta/team/3930/30.png,2023 ~ 2023,€550K,€2K,1673
273019,23 J. Viollaz,"23, ST",https://cdn.sofifa.net/flags/ar.png,19,61,69,Barracas Central,https://cdn.sofifa.net/meta/team/8228/30.png,2023 ~ 2023,€725K,€1K,1519
273021,T. Maistrello,ST,https://cdn.sofifa.net/flags/it.png,30,64,64,Cittadella,https://cdn.sofifa.net/meta/team/8485/30.png,2023 ~ 2025,€575K,€950,1686
273022,Yeray,"CAM, RM, LM",https://cdn.sofifa.net/flags/es.png,20,59,73,Racing Santander,https://cdn.sofifa.net/meta/team/9818/30.png,2021 ~ 2024,€550K,€1K,1569
273023,S. Nilsson,LB,https://cdn.sofifa.net/flags/se.png,20,53,65,Kalmar,https://cdn.sofifa.net/meta/team/432/30.png,2022 ~ 2023,€220K,€500,1277
273024,J. Selvén,RW,https://cdn.sofifa.net/flags/se.png,19,56,73,OB,https://cdn.sofifa.net/meta/team/1789/30.png,2023 ~ 2026,€375K,€2K,1360
273025,23 B. Mastronicola,"23, CB",https://cdn.sofifa.net/flags/ar.png,22,60,65,Barracas Central,https://cdn.sofifa.net/meta/team/8228/30.png,2023 ~ 2023,€350K,€1K,1428
273027,C. Keeley,CB,https://cdn.sofifa.net/flags/ie.png,25,60,62,Drogheda United,https://cdn.sofifa.net/meta/team/1152/30.png,2023 ~ 2023,€275K,€500,1384
273029,Joo Young Jae,"LM, RM",https://cdn.sofifa.net/flags/kr.png,20,58,66,Gwangju,https://cdn.sofifa.net/meta/team/4370/30.png,2021 ~ 2023,€450K,€800,1407
273030,G. Cabrera,"LM, RM",https://cdn.sofifa.net/flags/ar.png,21,61,72,Unión Santa Fe,https://cdn.sofifa.net/meta/team/7228/30.png,2022 ~ 2024,€725K,€2K,1557
273033,23 Matheus Nogueira,"23, GK",https://cdn.sofifa.net/flags/br.png,24,64,69,Portimonense,https://cdn.sofifa.net/meta/team/1658/30.png,2023 ~ 2026,€700K,€1K,961
273034,A. Sant'Anna,RB,https://cdn.sofifa.net/flags/uy.png,25,74,77,Defensa y Justicia,https://cdn.sofifa.net/meta/team/9561/30.png,2023 ~ 2023,€5M,€12K,1889
273035,E. Light,CB,https://cdn.sofifa.net/flags/gb-eng.png,19,52,62,Leyton Orient,https://cdn.sofifa.net/meta/team/294/30.png,2023 ~ 2024,€160K,€700,1314
273036,T. Sims,RB,https://cdn.sofifa.net/flags/gb-eng.png,25,60,63,Harrogate Town,https://cdn.sofifa.net/meta/team/382/30.png,2023 ~ 2025,€300K,€2K,1575
273039,Wang Jianming,"RWB, RB",https://cdn.sofifa.net/flags/tw.png,29,61,61,Qingdao Hainiu,https://cdn.sofifa.net/meta/team/18013/30.png,2022 ~ 2024,€300K,€2K,1464
273044,M. Brøndbo,GK,https://cdn.sofifa.net/flags/no.png,18,55,75,Bodø / Glimt,https://cdn.sofifa.net/meta/team/1668/30.png,2022 ~ 2025,€300K,€500,967
273047,A. Jungdal,GK,https://cdn.sofifa.net/flags/dk.png,21,64,75,Cremonese,https://cdn.sofifa.net/meta/team/10722/30.png,2023 ~ 2026,€1.1M,€550,942
273077,23 F. Quaedvlieg,"23, LM, CAM",https://cdn.sofifa.net/flags/nl.png,19,57,69,FC Emmen,https://cdn.sofifa.net/meta/team/2475/30.png,2023 ~ 2023,€400K,€950,1431
273078,23 M. Warne,"23, CM",https://cdn.sofifa.net/flags/gb-eng.png,18,48,62,Rotherham United,https://cdn.sofifa.net/meta/team/138/30.png,2022 ~ 2023,€110K,€850,1368
273079,J. Ludueña,CB,https://cdn.sofifa.net/flags/ar.png,20,63,72,Unión Santa Fe,https://cdn.sofifa.net/meta/team/7228/30.png,2023 ~ 2024,€975K,€2K,1440
273080,R. Castillo,ST,https://cdn.sofifa.net/flags/ar.png,24,65,70,Gimnasia La Plata,https://cdn.sofifa.net/meta/team/470/30.png,2022 ~ 2025,€1.1M,€4K,1553
273081,B. Barros Schelotto,RB,https://cdn.sofifa.net/flags/ar.png,23,67,73,Gimnasia La Plata,https://cdn.sofifa.net/meta/team/470/30.png,2021 ~ 2024,€1.5M,€5K,1630
273082,T. Waddingham,"ST, LM",https://cdn.sofifa.net/flags/au.png,18,52,69,Brisbane Roar,https://cdn.sofifa.net/meta/team/1238/30.png,2022 ~ 2024,€200K,€500,1376
273083,M. Soria,GK,https://cdn.sofifa.net/flags/us.png,21,62,70,Godoy Cruz,https://cdn.sofifa.net/meta/team/10987/30.png,2023 ~ 2023,€775K,€1K,1174
273084,G. Pedernera,"LM, ST, LW",https://cdn.sofifa.net/flags/ar.png,22,63,72,Godoy Cruz,https://cdn.sofifa.net/meta/team/10987/30.png,2022 ~ 2023,€1.1M,€2K,1588
273085,23 L. Manga,"23, RM",https://cdn.sofifa.net/flags/cm.png,21,57,66,Niort,https://cdn.sofifa.net/meta/team/6822/30.png,2023 ~ 2024,€375K,€950,1416
273086,F. Järlesand,GK,https://cdn.sofifa.net/flags/se.png,19,53,70,Degerfors,https://cdn.sofifa.net/meta/team/2753/30.png,2022 ~ 2024,€210K,€500,885
273087,A. Lindskog,CB,https://cdn.sofifa.net/flags/se.png,19,54,73,Degerfors,https://cdn.sofifa.net/meta/team/2753/30.png,2023 ~ 2025,€275K,€500,1290
273089,23 E. Salinas,"23, GK",https://cdn.sofifa.net/flags/ar.png,19,59,68,Godoy Cruz,https://cdn.sofifa.net/meta/team/10987/30.png,2023 ~ 2023,€425K,€550,870
273090,M. Mendoza,"CB, RB",https://cdn.sofifa.net/flags/ar.png,18,63,74,Godoy Cruz,https://cdn.sofifa.net/meta/team/10987/30.png,2023 ~ 2025,€950K,€600,1473
273091,H. Arango,GK,https://cdn.sofifa.net/flags/co.png,21,59,72,Rionegro Águilas,https://cdn.sofifa.net/meta/team/172/30.png,2022 ~ 2024,€475K,€500,923
273092,D. Mastrángelo,CB,https://cdn.sofifa.net/flags/ar.png,20,63,73,Gimnasia La Plata,https://cdn.sofifa.net/meta/team/470/30.png,2023 ~ 2025,€975K,€2K,1500
273095,G. Novero,ST,https://cdn.sofifa.net/flags/ar.png,24,61,66,Patronato,https://cdn.sofifa.net/meta/team/6969/30.png,2023 ~ 2023,€500K,€3K,1509
273096,M. Budiño,GK,https://cdn.sofifa.net/flags/ar.png,27,59,61,Patronato,https://cdn.sofifa.net/meta/team/6969/30.png,2023 ~ 2023,€210K,€2K,869
273097,K. González,RM,https://cdn.sofifa.net/flags/ar.png,27,58,58,Patronato,https://cdn.sofifa.net/meta/team/6969/30.png,2023 ~ 2023,€220K,€2K,1448
273098,M. Levato,ST,https://cdn.sofifa.net/flags/ar.png,27,63,63,Patronato,https://cdn.sofifa.net/meta/team/6969/30.png,2023 ~ 2023,€525K,€4K,1460
273100,E. Krasniqi,"LM, ST",https://cdn.sofifa.net/flags/xk.png,24,68,71,CFR Cluj,https://cdn.sofifa.net/meta/team/3599/30.png,2023 ~ 2025,€1.6M,€6K,1681
273114,J. Lemmer,"RW, RM",https://cdn.sofifa.net/flags/de.png,23,63,71,Dynamo Dresden,https://cdn.sofifa.net/meta/team/1077/30.png,2023 ~ 2025,€1.1M,€2K,1602
273116,23 I. Covi,"23, CB, CDM, RB",https://cdn.sofifa.net/flags/fr.png,22,61,71,Ponferradina,https://cdn.sofifa.net/meta/team/7746/30.png,2021 ~ 2023,€700K,€1K,1436
273120,A. Vásquez,ST,https://cdn.sofifa.net/flags/co.png,21,62,69,Rionegro Águilas,https://cdn.sofifa.net/meta/team/172/30.png,2022 ~ 2024,€825K,€500,1572
273121,Á. Orelien,"LW, CAM",https://cdn.sofifa.net/flags/pa.png,22,63,70,Dunkerque,https://cdn.sofifa.net/meta/team/1281/30.png,2023 ~ 2025,€975K,€1K,1547
